Image,Category,Mean,Std,Edge_Density,Edge_Strength,Texture_Variance,Noise,Prediction
0032 (6).jpg,real,129.88,43.49,0.3467,140.30,2473.41,14.26,MAYBE_AI
0032 (7).jpg,real,92.54,56.31,0.3564,186.48,4883.12,19.69,MAYBE_AI
0032 (8).jpg,real,153.83,73.53,0.3008,193.41,4563.04,19.51,MAYBE_AI
0032 (9).jpg,real,144.44,59.70,0.2227,93.03,987.42,9.21,REAL
0032.jpg,real,166.71,63.45,0.2559,119.43,2388.93,13.41,REAL
0033 (10).jpg,real,139.44,68.62,0.1787,147.44,2166.19,14.28,REAL
0033 (2).jpg,real,108.32,54.52,0.2207,153.71,1862.90,13.72,REAL
0033 (3).jpg,real,139.00,26.89,0.2891,105.48,2897.92,14.93,REAL
0033 (4).jpg,real,111.31,41.46,0.3174,121.21,1868.01,12.41,REAL
0033 (5).jpg,real,88.94,27.60,0.3086,86.12,661.75,7.59,REAL
0033 (6).jpg,real,96.61,59.63,0.2295,155.25,2757.14,15.94,REAL
0033 (7).jpg,real,99.21,37.27,0.3623,158.29,5520.75,18.62,MAYBE_AI
0033 (8).jpg,real,101.68,44.60,0.3018,139.20,2038.72,13.29,MAYBE_AI
0033 (9).jpg,real,116.49,45.73,0.2373,125.22,1858.37,12.66,REAL
0033.jpg,real,160.50,30.68,0.1338,50.39,221.24,4.87,REAL
0034 (10).jpg,real,95.69,57.01,0.3213,152.32,2723.28,15.26,MAYBE_AI
0034 (2).jpg,real,127.32,81.52,0.2822,231.21,4599.84,20.74,REAL
0034 (3).jpg,real,110.20,39.46,0.2432,104.56,834.59,8.89,REAL
0034 (4).jpg,real,147.26,16.45,0.1523,54.68,519.90,6.50,REAL
0034 (5).jpg,real,167.21,50.45,0.2793,162.36,2945.98,15.96,REAL
0034 (6).jpg,real,146.63,51.70,0.3398,178.84,2494.70,15.87,MAYBE_AI
0034 (7).jpg,real,85.75,40.87,0.3555,152.48,2935.77,15.47,MAYBE_AI
0034 (8).jpg,real,110.95,51.20,0.3037,135.87,1602.08,12.08,REAL
0034 (9).jpg,real,108.13,60.85,0.2881,151.42,2974.16,15.71,REAL
0034.jpg,real,184.97,58.00,0.0859,105.39,2403.43,14.40,REAL
0035 (10).jpg,real,147.80,87.07,0.2383,206.34,5274.38,21.25,REAL
0035 (2).jpg,real,108.38,48.37,0.3203,171.69,3108.44,16.33,MAYBE_AI
0035 (3).jpg,real,86.49,36.10,0.3350,122.59,2667.49,14.37,MAYBE_AI
0035 (4).jpg,real,101.26,53.07,0.3311,150.79,1821.36,12.87,REAL
0035 (5).jpg,real,100.67,45.86,0.2949,123.49,1803.14,12.27,REAL
0035 (6).jpg,real,136.17,47.70,0.3350,150.37,2262.21,14.40,MAYBE_AI
0035 (7).jpg,real,137.12,43.80,0.3369,142.42,2307.94,13.64,MAYBE_AI
0035 (8).jpg,real,118.20,47.44,0.3135,146.00,1358.68,12.00,REAL
0035 (9).jpg,real,149.47,69.61,0.1523,83.13,684.56,7.92,REAL
0035.jpg,real,149.68,47.25,0.3369,155.09,2603.84,14.90,MAYBE_AI
0036 (10).jpg,real,108.43,50.84,0.2910,157.03,2443.32,14.95,REAL
0036 (2).jpg,real,143.00,51.92,0.3008,180.07,3270.99,17.21,MAYBE_AI
0036 (3).jpg,real,98.73,35.42,0.3184,108.67,1546.09,11.22,REAL
0036 (4).jpg,real,109.94,53.37,0.2168,121.26,1290.24,10.92,REAL
0036 (5).jpg,real,122.36,32.48,0.2334,105.14,1309.92,11.03,REAL
0036 (6).jpg,real,135.48,55.87,0.3115,150.17,1984.33,13.17,REAL
0036 (7).jpg,real,118.38,28.57,0.1602,79.51,1143.44,9.67,REAL
0036 (8).jpg,real,167.31,53.37,0.3125,191.73,3646.36,18.79,MAYBE_AI
0036 (9).jpg,real,150.43,60.03,0.2344,108.79,1448.41,11.00,REAL
0036.jpg,real,217.51,21.65,0.0342,43.25,765.07,7.42,REAL
0037 (10).jpg,real,120.27,57.12,0.3086,187.66,5882.99,20.85,MAYBE_AI
0037 (2).jpg,real,125.77,71.02,0.2959,185.98,5667.01,20.63,REAL
0037 (3).jpg,real,105.24,43.25,0.1816,102.99,1238.12,11.28,REAL
0037 (4).jpg,real,179.02,57.70,0.3115,155.38,4425.84,17.77,MAYBE_AI
0037 (5).jpg,real,150.88,43.06,0.3516,121.91,1596.14,11.09,REAL
0037 (6).jpg,real,184.11,51.64,0.2266,126.01,1335.53,11.28,REAL
0037 (7).jpg,real,105.18,9.25,0.0947,31.30,142.40,3.50,REAL
0037 (8).jpg,real,134.69,34.10,0.2559,90.20,1228.36,10.38,REAL
0037 (9).jpg,real,105.49,46.34,0.2686,138.15,2294.81,13.97,REAL
0037.jpg,real,150.63,68.55,0.1318,138.03,2244.16,14.23,REAL
0038 (10).jpg,real,97.36,62.51,0.3242,166.43,3703.67,17.39,MAYBE_AI
0038 (2).jpg,real,108.25,51.05,0.2891,159.08,2617.59,15.12,REAL
0038 (3).jpg,real,132.87,59.59,0.2598,149.17,1935.24,13.36,REAL
0038 (4).jpg,real,134.75,53.78,0.2471,142.21,2653.51,15.09,REAL
0038 (5).jpg,real,118.58,67.98,0.2793,174.45,2815.58,16.07,REAL
0038 (6).jpg,real,88.80,35.55,0.2695,92.64,656.88,7.93,REAL
0038 (7).jpg,real,111.78,45.86,0.3838,180.09,10564.59,24.37,MAYBE_AI
0038 (8).jpg,real,109.69,78.58,0.2705,223.73,7927.80,27.66,MAYBE_AI
0038 (9).jpg,real,121.92,38.46,0.1514,70.87,924.06,8.97,REAL
0038.jpg,real,175.25,48.07,0.0879,97.23,1862.63,12.13,REAL
0039 (10).jpg,real,82.19,31.49,0.3320,118.79,1437.77,11.44,REAL
0039 (2).jpg,real,98.26,60.42,0.2715,167.27,2929.41,16.97,REAL
0039 (3).jpg,real,90.57,27.68,0.1270,70.71,1386.15,10.41,REAL
0039 (4).jpg,real,115.08,39.43,0.3506,126.68,1616.39,11.58,REAL
0039 (5).jpg,real,121.32,39.77,0.2061,97.56,1842.97,11.99,REAL
0039 (6).jpg,real,131.23,65.05,0.2705,128.69,1644.93,12.12,REAL
0039 (7).jpg,real,136.64,46.91,0.3770,160.11,4464.51,17.74,MAYBE_AI
0039 (8).jpg,real,130.58,58.27,0.2568,115.55,1285.11,10.65,REAL
0039 (9).jpg,real,154.20,23.00,0.1182,57.57,543.16,6.85,REAL
0039.jpg,real,137.14,79.66,0.1309,104.15,1780.32,12.31,REAL
0040 (10).jpg,real,150.92,49.18,0.2373,147.61,3395.82,17.53,REAL
0040 (2).jpg,real,122.87,46.11,0.1934,114.90,2058.68,13.33,REAL
0040 (3).jpg,real,95.79,73.53,0.2012,134.44,2462.20,14.00,REAL
0040 (4).jpg,real,106.05,59.35,0.3457,157.95,2605.49,14.17,MAYBE_AI
0040 (5).jpg,real,147.68,44.25,0.3613,151.12,2949.01,15.86,MAYBE_AI
0040 (6).jpg,real,130.18,28.97,0.2236,74.68,470.01,6.63,REAL
0040 (7).jpg,real,82.14,46.14,0.3027,139.62,2238.53,13.92,MAYBE_AI
0040 (8).jpg,real,98.12,58.36,0.2861,152.99,2299.38,14.71,REAL
0040 (9).jpg,real,128.87,56.06,0.1914,107.10,1676.45,11.69,REAL
0040.jpg,real,111.32,74.59,0.1123,79.04,1896.86,11.77,REAL
0041 (10).jpg,real,144.49,73.62,0.2900,173.49,3250.01,16.89,REAL
0041 (2).jpg,real,142.99,43.74,0.2617,144.98,2841.83,15.38,REAL
0041 (3).jpg,real,113.87,48.58,0.2939,131.20,1694.50,11.84,REAL
0041 (4).jpg,real,125.31,32.90,0.2373,98.56,1373.64,10.70,REAL
0041 (5).jpg,real,94.27,32.22,0.3438,123.64,1634.15,11.81,REAL
0041 (6).jpg,real,99.61,41.08,0.3037,149.99,2397.48,15.08,MAYBE_AI
0041 (7).jpg,real,109.41,38.05,0.3594,135.58,2900.00,14.60,MAYBE_AI
0041 (8).jpg,real,100.56,51.70,0.2754,142.63,2828.79,15.13,REAL
0041 (9).jpg,real,101.32,40.17,0.2520,107.71,1812.73,11.77,REAL
0041.jpg,real,184.44,76.24,0.1572,120.96,2423.17,15.17,REAL
0042 (10).jpg,real,134.65,63.61,0.2861,112.75,1151.40,10.02,REAL
0042 (2).jpg,real,132.08,64.37,0.3164,197.11,6875.19,23.05,MAYBE_AI
0042 (3).jpg,real,161.81,55.31,0.2080,129.15,2610.41,14.75,REAL
0042 (4).jpg,real,121.67,52.81,0.3271,188.22,3719.41,18.49,MAYBE_AI
0042 (5).jpg,real,163.54,56.15,0.2891,142.16,2353.45,13.93,REAL
0042 (6).jpg,real,122.45,63.49,0.3379,156.88,3792.44,17.30,MAYBE_AI
0042 (7).jpg,real,117.90,54.93,0.3750,200.60,5890.16,20.94,MAYBE_AI
0042 (8).jpg,real,114.74,45.30,0.3701,147.65,2112.49,13.48,MAYBE_AI
0042 (9).jpg,real,137.47,70.53,0.1982,151.77,2745.60,15.31,REAL
0042.jpg,real,98.94,33.38,0.2441,90.05,879.98,8.85,REAL
0043 (10).jpg,real,165.51,49.07,0.1836,155.92,3520.20,18.22,REAL
0043 (2).jpg,real,172.95,66.76,0.2148,167.61,2966.65,16.88,REAL
0043 (3).jpg,real,146.63,15.66,0.2012,59.24,836.72,7.90,REAL
0043 (4).jpg,real,68.56,39.58,0.2266,114.81,1679.85,12.33,REAL
0043 (5).jpg,real,71.37,26.27,0.2910,74.95,549.20,6.94,REAL
0043 (6).jpg,real,114.39,76.21,0.2783,175.98,3886.86,18.28,REAL
0043 (7).jpg,real,109.06,25.84,0.2930,112.25,3402.48,14.72,REAL
0043 (8).jpg,real,128.67,56.38,0.2734,172.22,2659.58,15.24,REAL
0043 (9).jpg,real,109.00,55.48,0.2852,153.01,2915.84,15.89,REAL
0043.jpg,real,219.30,51.58,0.1025,94.65,2059.44,13.21,REAL
0044 (10).jpg,real,104.10,56.22,0.2998,182.64,2766.44,16.67,REAL
0044 (2).jpg,real,103.29,61.84,0.3154,170.10,2385.73,15.24,MAYBE_AI
0044 (3).jpg,real,119.73,47.67,0.2773,132.94,1303.48,11.12,REAL
0044 (4).jpg,real,162.57,31.34,0.2266,94.36,987.12,9.76,REAL
0044 (5).jpg,real,111.67,38.31,0.2432,121.22,2400.17,13.79,REAL
0044 (6).jpg,real,120.38,38.53,0.2344,106.08,1236.21,9.94,REAL
0044 (7).jpg,real,96.54,45.74,0.3730,186.33,4450.89,18.59,MAYBE_AI
0044 (8).jpg,real,134.42,73.72,0.2578,190.96,3446.17,17.43,REAL
0044 (9).jpg,real,154.11,53.62,0.2119,121.26,2222.39,13.59,REAL
0044.jpg,real,116.39,63.19,0.1426,106.12,1207.96,10.84,REAL
0045 (10).jpg,real,152.73,78.15,0.2812,189.60,3514.19,18.13,REAL
0045 (2).jpg,real,129.89,55.08,0.2334,147.11,2283.81,14.40,REAL
0045 (3).jpg,real,122.26,53.49,0.3359,133.09,2244.69,13.13,MAYBE_AI
0045 (4).jpg,real,110.87,28.35,0.3135,89.39,1260.19,9.61,REAL
0045 (5).jpg,real,119.44,41.58,0.2041,65.20,629.61,7.26,REAL
0045 (6).jpg,real,109.32,44.74,0.2656,137.75,2025.15,13.80,REAL
0045 (7).jpg,real,100.59,31.43,0.3691,135.79,4641.12,17.14,MAYBE_AI
0045 (8).jpg,real,149.60,62.71,0.3037,187.17,3647.83,18.39,MAYBE_AI
0045 (9).jpg,real,106.33,52.22,0.1807,114.87,1725.58,12.32,REAL
0045.jpg,real,135.63,49.14,0.2002,130.00,2598.55,14.47,REAL
0046 (10).jpg,real,168.73,47.58,0.1436,103.96,2604.40,14.60,REAL
0046 (2).jpg,real,108.96,50.96,0.2607,147.79,2244.24,13.82,REAL
0046 (3).jpg,real,164.25,25.47,0.2656,87.76,1021.81,9.02,REAL
0046 (4).jpg,real,145.13,43.56,0.3105,126.37,2139.91,13.03,MAYBE_AI
0046 (5).jpg,real,64.41,59.14,0.2598,135.37,2311.32,13.92,REAL
0046 (6).jpg,real,158.63,54.15,0.3115,157.82,2563.62,14.75,MAYBE_AI
0046 (7).jpg,real,140.40,44.51,0.3232,156.39,4700.90,17.92,MAYBE_AI
0046 (8).jpg,real,113.95,42.91,0.2217,105.29,1307.33,10.91,REAL
0046 (9).jpg,real,232.06,46.00,0.1250,107.18,3756.92,16.92,REAL
0046.jpg,real,171.69,65.02,0.1611,139.25,2107.48,13.80,REAL
0047 (10).jpg,real,130.90,77.48,0.2266,153.66,2183.27,14.30,REAL
0047 (2).jpg,real,159.37,77.84,0.2705,218.90,5215.83,21.92,REAL
0047 (3).jpg,real,149.08,25.02,0.0820,49.83,666.61,7.43,REAL
0047 (4).jpg,real,158.89,40.53,0.2334,115.02,2037.54,12.92,REAL
0047 (5).jpg,real,97.52,31.12,0.3584,107.52,1833.94,11.70,REAL
0047 (6).jpg,real,152.04,40.39,0.3682,117.71,1942.04,12.91,REAL
0047 (7).jpg,real,120.69,29.14,0.3818,117.89,2170.75,13.11,MAYBE_AI
0047 (8).jpg,real,110.49,56.96,0.2852,144.34,2966.99,15.34,REAL
0047 (9).jpg,real,80.87,60.43,0.2402,160.44,2086.07,13.81,REAL
0047.jpg,real,132.51,43.18,0.1787,112.88,1909.07,12.87,REAL
0048 (10).jpg,real,153.25,70.03,0.2842,160.18,2745.18,15.38,REAL
0048 (2).jpg,real,99.93,48.74,0.3047,167.74,2413.60,14.85,MAYBE_AI
0048 (3).jpg,real,111.78,54.66,0.1963,121.62,1491.07,11.69,REAL
0048 (4).jpg,real,84.82,43.49,0.2246,99.08,1374.18,10.26,REAL
0048 (5).jpg,real,95.38,33.90,0.2393,100.91,1172.29,10.06,REAL
0048 (6).jpg,real,97.18,43.38,0.2236,120.61,1211.76,11.01,REAL
0048 (7).jpg,real,120.34,34.20,0.2695,124.79,4474.53,17.60,REAL
0048 (8).jpg,real,176.56,57.39,0.2344,170.66,4927.60,20.22,REAL
0048 (9).jpg,real,155.83,44.63,0.1475,60.82,553.91,7.21,REAL
0048.jpg,real,55.89,54.94,0.2129,145.41,3734.01,17.62,REAL
0049 (10).jpg,real,127.95,65.63,0.2461,142.94,1893.05,13.18,REAL
0049 (2).jpg,real,82.59,39.86,0.2051,114.55,1670.32,12.32,REAL
0049 (3).jpg,real,140.08,45.26,0.1270,106.06,1346.77,11.16,REAL
0049 (4).jpg,real,121.89,61.01,0.2490,140.41,2646.13,14.87,REAL
0049 (5).jpg,real,110.20,29.93,0.3525,117.90,1417.80,11.25,REAL
0049 (6).jpg,real,165.56,36.47,0.2559,105.62,1128.76,10.42,REAL
0049 (7).jpg,real,179.57,69.37,0.3115,166.06,5152.61,20.13,MAYBE_AI
0049 (8).jpg,real,98.88,61.35,0.2793,158.07,2709.42,15.00,REAL
0049 (9).jpg,real,117.41,67.75,0.1494,97.36,879.77,9.41,REAL
0049.jpg,real,111.96,53.48,0.3223,176.33,3589.30,17.26,MAYBE_AI
0050 (10).jpg,real,125.38,55.45,0.2363,105.05,1560.22,11.53,REAL
0050 (2).jpg,real,174.55,83.75,0.2041,212.86,6605.65,23.34,REAL
0050 (3).jpg,real,122.90,32.80,0.2207,93.67,1410.94,10.66,REAL
0050 (4).jpg,real,84.32,69.95,0.2910,194.53,3406.53,17.48,REAL
0050 (5).jpg,real,93.79,59.07,0.2656,179.11,3794.03,17.92,REAL
0050 (6).jpg,real,123.70,60.88,0.3145,165.79,2439.68,15.26,MAYBE_AI
0050 (7).jpg,real,141.13,52.66,0.1914,106.85,1555.22,11.37,REAL
0050 (8).jpg,real,151.32,61.11,0.2383,130.39,2844.53,14.92,REAL
0050 (9).jpg,real,172.93,27.53,0.2148,76.49,1141.72,9.67,REAL
0050.jpg,real,191.38,19.63,0.0332,30.37,884.21,8.59,REAL
0051 (10).jpg,real,119.49,75.46,0.2676,179.36,4138.47,19.46,REAL
0051 (2).jpg,real,154.89,73.57,0.2686,191.16,3899.20,18.81,REAL
0051 (3).jpg,real,103.82,19.61,0.2314,71.21,955.93,8.75,REAL
0051 (4).jpg,real,112.78,92.40,0.2119,180.76,3385.67,17.75,REAL
0051 (5).jpg,real,137.27,66.72,0.3115,178.69,4564.49,20.35,MAYBE_AI
0051 (6).jpg,real,84.96,70.52,0.2354,145.87,1623.65,12.77,REAL
0051 (7).jpg,real,114.44,38.71,0.3564,137.38,2556.13,13.78,MAYBE_AI
0051 (8).jpg,real,131.75,41.09,0.2627,133.74,2266.16,14.35,REAL
0051 (9).jpg,real,131.07,42.58,0.3418,153.91,2202.04,14.13,MAYBE_AI
0051.jpg,real,134.87,37.62,0.1973,110.69,1323.44,11.32,REAL
0052 (10).jpg,real,143.44,59.95,0.1387,114.79,1081.28,10.70,REAL
0052 (2).jpg,real,108.51,60.15,0.3193,201.04,4105.20,18.50,MAYBE_AI
0052 (3).jpg,real,96.46,43.73,0.2744,163.28,2889.04,15.62,REAL
0052 (4).jpg,real,104.13,42.60,0.1963,96.07,654.04,7.99,REAL
0052 (5).jpg,real,93.18,31.01,0.3486,115.48,2389.31,13.87,MAYBE_AI
0052 (6).jpg,real,144.12,56.31,0.2852,169.86,2360.30,14.56,REAL
0052 (7).jpg,real,127.12,35.06,0.3223,127.43,2479.21,13.85,MAYBE_AI
0052 (8).jpg,real,85.46,34.56,0.2363,102.32,1866.70,11.95,REAL
0052 (9).jpg,real,120.27,58.88,0.2334,152.48,2436.06,15.57,REAL
0052.jpg,real,125.80,64.94,0.2246,106.46,1080.62,9.75,REAL
0053 (10).jpg,real,110.68,45.30,0.2168,88.07,1031.76,9.52,REAL
0053 (2).jpg,real,69.92,39.67,0.2549,98.59,1176.33,10.54,REAL
0053 (3).jpg,real,117.98,17.76,0.1182,51.09,836.57,7.52,REAL
0053 (4).jpg,real,108.05,37.25,0.3096,111.42,1735.75,11.85,REAL
0053 (5).jpg,real,106.63,46.25,0.3086,123.45,1937.16,12.58,REAL
0053 (6).jpg,real,118.62,44.29,0.2705,117.27,1573.05,11.80,REAL
0053 (7).jpg,real,95.64,31.71,0.3838,127.69,4000.46,15.90,MAYBE_AI
0053 (8).jpg,real,105.81,41.50,0.1963,93.52,1265.14,10.54,REAL
0053 (9).jpg,real,153.24,60.93,0.2549,173.29,2382.92,14.78,REAL
0053.jpg,real,148.87,29.93,0.1211,58.10,828.19,8.44,REAL
0054 (10).jpg,real,131.31,67.55,0.2520,145.69,1643.28,12.62,REAL
0054 (2).jpg,real,133.33,68.15,0.2676,150.92,2652.95,15.11,REAL
0054 (3).jpg,real,108.61,27.84,0.2998,91.14,1234.87,9.91,REAL
0054 (4).jpg,real,112.51,40.47,0.3018,143.25,2897.43,15.80,MAYBE_AI
0054 (5).jpg,real,166.69,20.68,0.1162,60.87,445.60,6.55,REAL
0054 (6).jpg,real,166.04,54.50,0.2500,140.02,1646.14,12.87,REAL
0054 (7).jpg,real,114.31,30.08,0.3604,111.89,2131.31,13.09,MAYBE_AI
0054 (8).jpg,real,155.20,68.90,0.2686,175.00,3087.18,16.73,REAL
0054 (9).jpg,real,141.24,32.77,0.0586,48.22,186.48,4.68,REAL
0054.jpg,real,110.59,78.70,0.1797,155.37,3301.81,16.38,REAL
0055 (10).jpg,real,106.83,54.78,0.3281,205.16,5945.96,21.57,MAYBE_AI
0055 (2).jpg,real,114.86,59.77,0.3096,119.17,1314.01,10.75,REAL
0055 (3).jpg,real,116.18,37.55,0.2686,126.16,1590.56,11.95,REAL
0055 (4).jpg,real,124.94,38.16,0.3145,130.03,1654.98,12.05,REAL
0055 (5).jpg,real,138.50,43.10,0.3096,116.98,1230.22,10.32,REAL
0055 (6).jpg,real,120.61,36.53,0.1533,88.28,1838.84,11.72,REAL
0055 (7).jpg,real,108.09,34.88,0.3936,148.95,4403.78,16.93,MAYBE_AI
0055 (8).jpg,real,167.33,54.89,0.2441,175.57,4056.14,18.57,REAL
0055 (9).jpg,real,134.44,42.69,0.1406,77.54,509.30,7.29,REAL
0055.jpg,real,91.10,60.30,0.2832,149.18,3440.03,16.85,REAL
0056 (10).jpg,real,135.72,54.08,0.2783,138.15,2124.15,13.46,REAL
0056 (2).jpg,real,108.91,62.54,0.2549,174.00,3031.27,16.44,REAL
0056 (3).jpg,real,156.87,53.02,0.3535,165.71,4319.95,18.44,MAYBE_AI
0056 (4).jpg,real,103.93,47.58,0.2686,102.47,1946.19,11.64,REAL
0056 (5).jpg,real,101.95,18.21,0.3174,72.58,690.53,7.66,REAL
0056 (6).jpg,real,132.52,69.14,0.2344,170.86,2272.13,15.19,REAL
0056 (7).jpg,real,112.31,46.78,0.2510,129.24,4044.91,15.99,REAL
0056 (8).jpg,real,154.31,38.17,0.2998,146.35,2456.37,15.44,REAL
0056 (9).jpg,real,167.32,59.54,0.1523,95.48,1227.57,10.56,REAL
0056.jpg,real,207.50,33.99,0.0439,59.41,1150.05,9.61,REAL
0057 (10).jpg,real,91.03,50.56,0.2148,145.75,2155.07,14.29,REAL
0057 (2).jpg,real,57.17,39.28,0.3447,146.74,2792.21,15.25,MAYBE_AI
0057 (3).jpg,real,167.45,34.94,0.1807,76.10,549.77,6.79,REAL
0057 (4).jpg,real,93.38,56.10,0.3076,139.74,2238.61,14.03,MAYBE_AI
0057 (5).jpg,real,132.24,40.86,0.3076,122.14,1496.36,11.36,REAL
0057 (6).jpg,real,124.32,52.90,0.1895,110.79,1267.84,10.40,REAL
0057 (7).jpg,real,65.07,31.38,0.2100,94.05,1264.25,10.32,REAL
0057 (8).jpg,real,119.06,39.23,0.2451,118.39,2327.34,13.08,REAL
0057 (9).jpg,real,118.24,67.32,0.2637,162.15,4324.11,19.26,REAL
0057.jpg,real,188.33,39.83,0.2334,124.29,2276.47,14.22,REAL
0058 (10).jpg,real,211.67,52.80,0.1914,117.49,2360.87,13.97,REAL
0058 (2).jpg,real,132.26,52.87,0.2314,155.78,2136.21,14.38,REAL
0058 (3).jpg,real,131.49,24.17,0.1729,65.98,886.35,7.96,REAL
0058 (4).jpg,real,130.80,46.80,0.3252,122.01,1568.62,11.55,REAL
0058 (5).jpg,real,104.88,62.00,0.2334,95.82,829.26,8.58,REAL
0058 (6).jpg,real,129.50,58.09,0.0967,107.64,1513.23,12.08,REAL
0058 (7).jpg,real,75.57,28.19,0.3486,107.91,2545.09,13.77,MAYBE_AI
0058 (8).jpg,real,120.23,55.43,0.2480,156.09,3232.36,16.46,REAL
0058 (9).jpg,real,158.28,71.31,0.1230,126.91,1414.89,12.11,REAL
0058.jpg,real,202.06,44.44,0.1660,118.50,2127.46,14.09,REAL
0059 (10).jpg,real,196.18,68.82,0.2373,156.04,3019.47,16.38,REAL
0059 (2).jpg,real,68.40,64.36,0.2432,154.72,2616.03,15.39,REAL
0059 (3).jpg,real,141.02,72.91,0.2764,144.85,2491.93,14.11,REAL
0059 (4).jpg,real,76.25,38.96,0.3057,117.69,2751.33,14.34,MAYBE_AI
0059 (5).jpg,real,130.89,60.45,0.2295,108.29,1747.72,11.67,REAL
0059 (6).jpg,real,141.26,47.14,0.2393,110.25,1768.91,12.62,REAL
0059 (7).jpg,real,98.69,36.64,0.3555,165.64,5211.77,19.44,MAYBE_AI
0059 (8).jpg,real,110.89,53.73,0.2158,132.68,3387.14,16.24,REAL
0059 (9).jpg,real,128.36,60.73,0.1553,112.62,651.54,8.56,REAL
0059.jpg,real,141.52,30.03,0.2686,88.75,1362.95,10.09,REAL
0060 (10).jpg,real,137.63,76.37,0.1885,99.44,1297.24,10.95,REAL
0060 (2).jpg,real,164.37,71.32,0.2471,197.34,3390.17,18.25,REAL
0060 (3).jpg,real,151.75,54.81,0.3301,175.15,3395.55,17.31,MAYBE_AI
0060 (4).jpg,real,87.75,49.25,0.2246,107.82,1938.66,12.43,REAL
0060 (5).jpg,real,130.06,30.61,0.2207,84.78,794.75,8.25,REAL
0060 (6).jpg,real,120.49,48.99,0.2305,135.17,2224.53,14.12,REAL
0060 (7).jpg,real,143.58,41.25,0.3125,108.58,1543.79,11.27,REAL
0060 (8).jpg,real,101.30,43.40,0.3086,122.35,6029.44,22.98,MAYBE_AI
0060 (9).jpg,real,122.44,55.90,0.1562,109.29,1473.56,11.39,REAL
0060.jpg,real,149.81,32.35,0.1484,103.06,2856.18,15.09,REAL
0061 (10).jpg,real,84.21,42.39,0.2939,135.03,1741.47,12.49,REAL
0061 (2).jpg,real,117.58,57.93,0.2588,176.15,3439.21,16.91,REAL
0061 (3).jpg,real,101.57,20.99,0.1748,63.51,1401.79,9.40,REAL
0061 (4).jpg,real,106.43,51.82,0.2881,112.16,1522.48,10.85,REAL
0061 (5).jpg,real,119.01,49.60,0.2979,133.09,1661.65,11.99,REAL
0061 (6).jpg,real,98.00,55.58,0.2822,121.87,1609.59,11.96,REAL
0061 (7).jpg,real,183.20,52.45,0.2842,157.77,3183.84,16.25,REAL
0061 (8).jpg,real,106.94,57.38,0.2842,186.00,4647.41,20.19,REAL
0061 (9).jpg,real,146.30,63.89,0.2725,178.36,4551.74,18.91,REAL
0061.jpg,real,129.56,80.73,0.2539,166.73,3474.23,17.01,REAL
0062 (10).jpg,real,137.55,76.37,0.1025,88.24,922.50,9.80,REAL
0062 (2).jpg,real,146.31,71.09,0.2930,186.44,6497.14,22.37,REAL
0062 (3).jpg,real,123.62,22.10,0.1396,62.40,707.74,7.46,REAL
0062 (4).jpg,real,62.93,61.24,0.2422,179.51,3042.17,16.21,REAL
0062 (5).jpg,real,107.18,50.28,0.3164,155.79,2813.16,15.19,MAYBE_AI
0062 (6).jpg,real,184.83,55.56,0.2012,128.46,1568.95,11.98,REAL
0062 (7).jpg,real,94.60,52.92,0.3838,237.17,10905.31,27.28,AI
0062 (8).jpg,real,120.80,61.96,0.2422,157.76,2640.42,15.37,REAL
0062 (9).jpg,real,122.06,65.57,0.2432,108.00,1272.69,10.96,REAL
0062.jpg,real,114.18,54.51,0.2803,187.75,4921.39,19.69,REAL
0063 (10).jpg,real,120.33,75.32,0.3135,166.45,4125.46,18.74,MAYBE_AI
0063 (2).jpg,real,108.82,49.67,0.2539,162.53,2044.30,14.22,REAL
0063 (3).jpg,real,65.68,20.77,0.2236,70.82,1218.03,9.38,REAL
0063 (4).jpg,real,99.95,61.67,0.2148,115.87,1177.88,10.50,REAL
0063 (5).jpg,real,85.65,45.00,0.2646,103.98,1037.13,9.38,REAL
0063 (6).jpg,real,82.75,35.48,0.2607,107.03,769.30,8.76,REAL
0063 (7).jpg,real,122.50,29.61,0.3613,93.61,1464.95,10.14,REAL
0063 (8).jpg,real,145.23,52.92,0.2861,156.21,1840.11,13.63,REAL
0063 (9).jpg,real,110.46,53.07,0.2725,137.76,2845.79,15.37,REAL
0063.jpg,real,162.67,36.48,0.1689,111.92,2611.28,14.16,REAL
0064 (10).jpg,real,85.29,47.73,0.3350,158.66,3288.20,16.51,MAYBE_AI
0064 (2).jpg,real,91.72,52.29,0.3320,162.00,3373.44,16.58,MAYBE_AI
0064 (3).jpg,real,150.37,72.57,0.2021,139.95,2352.62,14.05,REAL
0064 (4).jpg,real,103.91,77.88,0.2783,184.00,3409.12,17.93,REAL
0064 (5).jpg,real,97.71,62.22,0.3438,172.24,3269.60,16.30,MAYBE_AI
0064 (6).jpg,real,78.56,32.22,0.2090,77.25,526.89,7.03,REAL
0064 (7).jpg,real,109.19,44.72,0.3555,131.35,3319.38,15.46,MAYBE_AI
0064 (8).jpg,real,132.96,47.42,0.2754,138.09,1683.27,12.11,REAL
0064 (9).jpg,real,111.18,46.76,0.2168,94.44,1566.37,11.41,REAL
0064.jpg,real,146.92,47.02,0.2090,121.18,1974.04,13.07,REAL
0065 (10).jpg,real,138.17,74.68,0.2129,119.84,1656.71,12.09,REAL
0065 (2).jpg,real,93.48,51.02,0.3223,143.13,3066.08,15.58,MAYBE_AI
